,FullRawTextPCM,FullRawText,Arg1_RawText,Arg2_RawText,arg1_rawTextPCM_alignment,arg2_raw_textPCM_alignment,connective_rawTextPCM_alignment
39461,": Sequa dey make and repair jet engine
",Sequa makes and repairs jet engines,Sequa makes,repairs jet engines,Sequa make,repair jet engine,and
39495,": to bring down the volume and close the curtain
",to turn down the volume and close the curtains,to turn down the volume,close the curtains,to bring down the volume,close the curtain,and
39513,": to dey teach self correcting again and to revive the spirit wey dey give people hope
",to teach self-discipline again and revive the spirit of giving,to teach self-discipline again,revive the spirit of giving,to teach self correcting again,revive the spirit people hope,and
39563,"wey start di company, and wey still be chairman
",who founded the company and remains chairman,who founded the company,remains chairman,"wey start di company,",be chairman,and
39591,"Brothers and sisters fit dey stay for house and work near house
",Would participants live at home and work nearby,Would participants live at home,work nearby,Brothers sisters stay for house,work near,and
39593,"or dey stay for barrack and dey work for open place
",or live in barracks and work on public lands,or live in barracks,work on public lands,or stay for barrack,work for open place,and
39598,": Ignore for di abstract, see specific proposal.
","Ignore ""national service"" in the abstract; consider specific proposals","Ignore ""national service"" in the abstract",consider specific proposals,"Ignore for proposal. abstract, di : abstract,",see specific proposal.,
39600,"Service suppose be service, as in common sense, service mean sacrifice.
","Service"" should be service. As commonly understood, service implies sacrifice","Service"" should be service","As commonly understood, service implies sacrifice","Service service, suppose be service, sacrifice.","as common sense, service suppose mean sacrifice.",
39608,"Encouragement dey good, but e no easy to follow wetin person dey talk
",Encouragement is fine; compulsion is not,Encouragement is fine,compulsion is not,"Encouragement dey good,",wetin talk easy follow,
39609,"Compelled service no be unscriptural tin.
",compulsion is not. Compelled service is unconstitutional,compulsion is not,Compelled service is unconstitutional,tin. no tin.,Compelled service be unscriptural,
39610,"Compelled service na yeye tin, e no dey possibol, e no dey possibol, e no dey possibol.
",Compelled service is unconstitutional. It is also unwise and unenforceable,Compelled service is unconstitutional,It is unwise and unenforceable,"Compelled service na tin, no possibol,",Text Not Found,no
39631,"So, na better thing to spend all this money dey do?
","Are such expenditures worthwhile, then? Yes, if targeted",Yes,targeted,"So,",ALIGNMENT Error,na
39636,"Whether na high school, university or work we dey do
",required by high schools or encouraged by colleges or employers,required by high schools,encouraged by colleges or employers,"Whether na high school,","Whether we university school, work do",or
39676,": Dem dey check wetin dey happen for market around the world
",monitoring events as they unfolded in markets around the world,monitoring events,they unfolded in markets around the world,: Dem,dey dey wetin happen for market around the world,check
39700,"waka round di room and breathe well.
",Walk around the room; take two deep breaths,Walk around the room,take two deep breaths,waka round di room and,waka well. breathe well.,
39702,"Call your broker, sell all your stock.
",to call your broker and sell all your stocks,to call your broker,sell all your stocks,"Call your broker,",sell all your stock.,"broker,"
39721,": to jump inside and buy
",to jump in and buy,to jump in,buy,to jump inside,buy,and
39726,"to wait and see how things take dey go
",to wait and see how things stabilize,to wait,see how things stabilize,to wait,see how things take go,and
39735,"and buy stocks when e fall
",and buy stocks when they plunge,and buy stocks,they plunge,and buy stocks,e fall,when
39749,"We do am when stock price dey move.
",and done when stock prices are rallying,and done,stock prices are rallying,We am,stock price dey move.,when
39765,"But when dem start to dey sell today, na big price dey come out.
",But put-option prices may zoom when trading resumes today,But put-option prices may zoom,trading resumes today,"But sell na big price to today, out.","dey start come today,",when
39823,"We talk about am for one small paper wey dem dey call Capitol Hill.
",which was much discussed but little understood on Capitol Hill,which was much discussed,little understood on Capitol Hill,Hill. We talk about,small paper call Capitol Hill.,one
39880,"The visitor come happy well well and e promise to come back
",The visitor waxed enthusiastic and promised to return,The visitor waxed enthusiastic,promised to return,The visitor come e come happy well well,promise to back,and
39901,": to grind dem down, troway dem.
",to grind them all up and throw them away,to grind them all up,throw them away,"to grind dem troway down,",troway dem. dem.,"down,"
39904,"I do di same line and I come get the one wey cheap pass.
",I made a similar line and I produced it cheaper,I made a similar line,I produced it cheaper,I do di same line,I get the cheap,and
39908,": to fight on, if necessary.
","to fight on, if necessary",to fight on,necessary,"to fight on,",necessary.,if
39935,": dey do business to protect different different market
",to carve out and protect niche markets,to carve out,protect niche markets,: dey do business,protect different different market,to
39943,"where I for leave am make e dey go
",where I give up and go away,where I give up,go away,where I for leave,make go,am
39995,"You don get chair, or you no get seat.
",You've either got a chair or you don't,You've got a chair,you don't,Text Not Found,you no seat.,Text Not Found
40021,"When di rally come, insurance company go dey lead am.
","When the rally comes, insurance companies will be leading it",insurance companies will be leading it,the rally comes,insurance company dey go lead am.,"di rally come,",When
40023,"Because dem get billion to invest, and invest, dem go invest.
",because they have billions to invest and invest they will,because they have billions to invest,invest they will,"Because dem get billion invest. to invest,","invest, dem go",and
40112,"Dat na wetin one man wey im name na Mr. Papandreou do by imself sey or na im send the wireta.
",that Mr. Papandreou personally ordered or directed the wiretaps,that Mr. Papandreou personally ordered,directed the wiretaps,Dat Mr. Papandreou name do,send the wireta.,do
40139,": sidelined but no be here e end o.
","sidelined, but certainly not yet eliminated",sidelined,certainly not yet eliminated,: sidelined,end no be here,but
40146,"while Treasury bond dey on top of each other and one dollar fall
",while Treasury bonds soared and the dollar fell,while Treasury bonds soared,the dollar fell,while Treasury bond dey,one dollar fall,and
40251,"For example, when we dey call telephone directory service
","that one hears, for example, when calling telephone directory services",that one hears,for example calling telephone directory services,we dey,Text Not Found,when
40376,": Looking for bargain as real state dey catch pneumonia
",looking for bargains as the realestate industry catches pneumonia,looking for bargains,the realestate industry catches pneumonia,Looking for : bargain,real state dey dey catch pneumonia,as
